journal,quartile,quartile_source
Rehabilitation Oncology,Q4,SCImago 2025
Rehabilitation Psychology,Q2,SCImago 2025
Rehabilitation Research and Practice,Q2,SCImago 2025
Rejuvenation Research,Q3,SCImago 2025
Remedial and Special Education,Q1,SCImago 2025
Renal Failure,Q1,SCImago 2025
Renal Replacement Therapy,Q3,SCImago 2025
Renal Society of Australasia Journal,Q3,SCImago 2025
Rentgenologiya i Radiologiya,Q4,SCImago 2025
Reports in Medical Imaging,Q3,SCImago 2025
Reports of Biochemistry and Molecular Biology,Q2,SCImago 2025
Reports of Morphology,Q4,SCImago 2025
Reports of Practical Oncology and Radiotherapy,Q2,SCImago 2025
Reports on Progress in Physics,Q1,SCImago 2025
Reproduction,Q1,SCImago 2025
Reproduction and Fertility,Q1,SCImago 2025
"Reproduction, Fertility and Development",Q3,SCImago 2025
Reproductive and Developmental Medicine,Q3,SCImago 2025
Reproductive Biology and Endocrinology,Q1,SCImago 2025
Reproductive Biomedicine and Society Online,Q2,SCImago 2025
Reproductive BioMedicine Online,Q1,SCImago 2025
Reproductive Endocrinology,Q4,SCImago 2025
Reproductive Health,Q1,SCImago 2025
Reproductive Health Eastern Europe,Q4,SCImago 2025
Reproductive Health of Woman,Q4,SCImago 2025
Reproductive Medicine,Q3,SCImago 2025
Reproductive Medicine and Biology,Q1,SCImago 2025
Reproductive Medicine (Central Asia),Q4,SCImago 2025
Reproductive Sciences,Q1,SCImago 2025
Research and Practice for Persons with Severe Disabilities,Q1,SCImago 2025
Research and Practice in Intellectual and Developmental Disabilities,Q3,SCImago 2025
Research and Practice in Thrombosis and Haemostasis,Q1,SCImago 2025
Research and Reports in Urology,Q1,SCImago 2025
Research and Theory for Nursing Practice,Q3,SCImago 2025
Research in Autism,Q2,SCImago 2025
Research in Community and Public Health Nursing,Q3,SCImago 2025
Research in Gerontological Nursing,Q2,SCImago 2025
Research in Medical Education,Q4,SCImago 2025
Research in Microbiology,Q1,SCImago 2025
"Research in Psychotherapy: Psychopathology, Process and Outcome",Q1,SCImago 2025
Research in Sport Education and Sciences,Q4,SCImago 2025
Research in Sports Medicine,Q2,SCImago 2025
Research Journal of Pharmacognosy,Q3,SCImago 2025
Research Journal of Pharmacy and Technology,Q3,SCImago 2025
Research on Aging,Q2,SCImago 2025
Research on Child and Adolescent Psychopathology,Q1,SCImago 2025
Research Quarterly for Exercise and Sport,Q2,SCImago 2025
Research Results in Biomedicine,Q3,SCImago 2025
Research Results in Pharmacology,Q4,SCImago 2025
Residential Treatment for Children and Youth,Q2,SCImago 2025
Respiration,Q2,SCImago 2025
Respiratory Care,Q2,SCImago 2025
Respiratory Investigation,Q2,SCImago 2025
Respiratory Medicine,Q1,SCImago 2025
Respiratory Medicine and Research,Q2,SCImago 2025
Respiratory Medicine Case Reports,Q3,SCImago 2025
Respiratory Physiology and Neurobiology,Q2,SCImago 2025
Respiratory Research,Q1,SCImago 2025
Respirology,Q1,SCImago 2025
Respirology Case Reports,Q3,SCImago 2025
Restorative Neurology and Neuroscience,Q3,SCImago 2025
Resuscitation,Q1,SCImago 2025
Resuscitation Plus,Q1,SCImago 2025
Retina,Q1,SCImago 2025
Retina Today,Q4,SCImago 2025
Retina-Vitreus,Q4,SCImago 2025
Retinal Cases and Brief Reports,Q3,SCImago 2025
Retos,Q3,SCImago 2025
Retrovirology,Q1,SCImago 2025
Reumatismo,Q4,SCImago 2025
Reumatologia,Q3,SCImago 2025
Reumatologia Clinica,Q3,SCImago 2025
Review Journal of Autism and Developmental Disorders,Q1,SCImago 2025
Review of Scientific Instruments,Q3,SCImago 2025
Reviews and Research in Medical Microbiology,Q4,SCImago 2025
Reviews in American History,Q4,SCImago 2025
Reviews in Cardiovascular Medicine,Q2,SCImago 2025
Reviews in Endocrine and Metabolic Disorders,Q1,SCImago 2025
Reviews in Medical Virology,Q1,SCImago 2025
Reviews of Environmental Contamination and Toxicology,Q1,SCImago 2025
Reviews on Clinical Pharmacology and Drug Therapy,Q3,SCImago 2025
Reviews on Environmental Health,Q1,SCImago 2025
Reviews on Recent Clinical Trials,Q3,SCImago 2025
Revija za Kriminalistiko in Kriminologijo,Q4,SCImago 2025
Revisiones en Cancer,Q4,SCImago 2025
Revista Alergia Mexico,Q4,SCImago 2025
Revista Ambiente e Agua,Q3,SCImago 2025
Revista Andaluza de Medicina del Deporte,Q4,SCImago 2025
Revista Argentina de Cardiologia,Q4,SCImago 2025
Revista Argentina de Cirugia (Argentina),Q4,SCImago 2025
Revista Argentina de Microbiologia,Q3,SCImago 2025
Revista Argentina de Reumatologia,Q4,SCImago 2025
Revista Baiana de Enfermagem,Q4,SCImago 2025
Revista Bioetica,Q4,SCImago 2025
Revista Brasileira de Cineantropometria e Desempenho Humano,Q4,SCImago 2025
Revista Brasileira de Cirurgia Plastica,Q4,SCImago 2025
Revista Brasileira de Direito Processual Penal,Q3,SCImago 2025
Revista Brasileira de Enfermagem,Q3,SCImago 2025
Revista Brasileira de Epidemiologia,Q3,SCImago 2025
Revista Brasileira de Ginecologia e Obstetricia,Q2,SCImago 2025
Revista Brasileira de Medicina do Trabalho,Q4,SCImago 2025
Revista Brasileira de Neurologia e Psiquiatria,Q4,SCImago 2025
Revista Brasileira de Oftalmologia,Q4,SCImago 2025
Revista Brasileira de Ortopedia,Q3,SCImago 2025
Revista Brasileira de Plantas Medicinais,Q4,SCImago 2025
Revista Brasileira de Saude Materno Infantil,Q3,SCImago 2025
Revista Brasileira de Saude Ocupacional,Q3,SCImago 2025
Revista Chilena de Anestesia,Q4,SCImago 2025
Revista Chilena de Fonoaudiologia,Q4,SCImago 2025
Revista Chilena de Infectologia,Q4,SCImago 2025
Revista Chilena de Neuro-Psiquiatria,Q4,SCImago 2025
Revista Chilena de Obstetricia y Ginecologia,Q4,SCImago 2025
Revista Ciencias de la Salud,Q4,SCImago 2025
Revista Clinica Espanola,Q3,SCImago 2025
Revista Colombiana de Cardiologia,Q4,SCImago 2025
Revista Colombiana de Ciencias Quimico-Farmaceuticas (Colombia),Q4,SCImago 2025
Revista Colombiana de Cirugia,Q4,SCImago 2025
Revista Colombiana de Gastroenterologia,Q4,SCImago 2025
Revista Colombiana de Nefrologia,Q4,SCImago 2025
Revista Colombiana de Obstetricia y Ginecologia,Q3,SCImago 2025
Revista Colombiana de Psiquiatria,Q3,SCImago 2025
Revista Colombiana de Reumatologia,Q3,SCImago 2025
Revista Cubana de Cardiologia y Cirugia Cardiovascular,Q4,SCImago 2025
Revista Cubana de Educacion Medica Superior,Q4,SCImago 2025
"Revista Cubana de Hematologia, Inmunologia y Hemoterapia",Q4,SCImago 2025
Revista Cubana de Informacion en Ciencias de la Salud,Q4,SCImago 2025
Revista Cubana de Investigaciones Biomedicas,Q4,SCImago 2025
Revista Cubana de Medicina General Integral,Q4,SCImago 2025
Revista Cubana de Medicina Militar,Q4,SCImago 2025
Revista Cubana de Medicina Tropical,Q4,SCImago 2025
Revista Cubana de Obstetricia y Ginecologia,Q4,SCImago 2025
Revista Cubana de Ortopedia y Traumatologia,Q4,SCImago 2025
Revista Cubana de Pediatria,Q4,SCImago 2025
Revista Cubana de Salud Publica,Q4,SCImago 2025
Revista Cuidarte,Q3,SCImago 2025
Revista da Associacao Medica Brasileira,Q3,SCImago 2025
Revista da Sociedade Brasileira de Medicina Tropical,Q2,SCImago 2025
Revista de Cirugia,Q4,SCImago 2025
Revista de Direito Sanitario,Q4,SCImago 2025
Revista de Fisica Medica,Q4,SCImago 2025
Revista de Fitoterapia,Q4,SCImago 2025
Revista de Gastroenterologia de Mexico,Q3,SCImago 2025
Revista de Gastroenterologia del Peru,Q4,SCImago 2025
Revista de Investigacion Clinica,Q3,SCImago 2025
Revista de Investigacion e Innovacion en Ciencias de la Salud,Q4,SCImago 2025
Revista de la Asociacion Colombiana de Dermatologia y Cirugia Dermatologica,Q4,SCImago 2025
Revista de la Asociacion Espanola de Especialistas en Medicina del Trabajo,Q4,SCImago 2025
Revista de la Facultad de Ciencias Medicas de Cordoba,Q4,SCImago 2025
Revista de la Facultad de Medicina Humana,Q4,SCImago 2025
Revista de la Federacion Argentina de Cardiologia,Q4,SCImago 2025
Revista de la Sociedad Argentina de Diabetes,Q4,SCImago 2025
Revista de la Sociedad Espanola del Dolor,Q4,SCImago 2025
Revista de Medicina y Cine,Q4,SCImago 2025
"Revista de Nefrologia, Dialisis y Trasplante",Q4,SCImago 2025
Revista de Neuro-Psiquiatria,Q4,SCImago 2025
Revista de Nutricao,Q3,SCImago 2025
Revista de Obstetricia y Ginecologia de Venezuela,Q4,SCImago 2025
Revista de Odontologia da UNESP,Q4,SCImago 2025
Revista de Osteoporosis y Metabolismo Mineral,Q4,SCImago 2025
Revista de Patologia Respiratoria,Q4,SCImago 2025
Revista de Psicologia Clinica con Ninos y Adolescentes,Q3,SCImago 2025
Revista de Psicologia de la Salud,Q4,SCImago 2025
Revista de Psicopatologia y Psicologia Clinica,Q3,SCImago 2025
Revista de Salud Publica,Q4,SCImago 2025
Revista de Saude Publica,Q1,SCImago 2025
Revista de Senologia y Patologia Mamaria,Q4,SCImago 2025
Revista del Cuerpo Medico Hospital Nacional Almanzor Aguinaga Asenjo,Q4,SCImago 2025
Revista del Hospital Psiquiatrico de la Habana,Q4,SCImago 2025
Revista del Nacional (Itaugua),Q4,SCImago 2025
Revista do Colegio Brasileiro de Cirurgioes,Q3,SCImago 2025
Revista do Instituto de Medicina Tropical de Sao Paulo,Q3,SCImago 2025
Revista Ecuatoriana de Neurologia,Q4,SCImago 2025
Revista Espanola de Anestesiologia y Reanimacion,Q3,SCImago 2025
Revista Espanola de Cardiologia,Q2,SCImago 2025
Revista Espanola de Cardiologia (English edition),Q1,SCImago 2025
Revista Espanola de Cardiologia Suplementos,Q4,SCImago 2025
Revista Espanola de Cirugia Oral y Maxilofacial,Q4,SCImago 2025
Revista Espanola de Cirugia Ortopedica y Traumatologia,Q3,SCImago 2025
Revista Espanola de Drogodependencias,Q4,SCImago 2025
Revista Espanola de Enfermedades Digestivas,Q3,SCImago 2025
Revista Espanola de Geriatria y Gerontologia,Q4,SCImago 2025
Revista Espanola de Medicina Legal,Q3,SCImago 2025
Revista Espanola de Medicina Nuclear e Imagen Molecular,Q4,SCImago 2025
Revista Espanola de Nutricion Comunitaria,Q4,SCImago 2025
Revista Espanola de Patologia,Q4,SCImago 2025
Revista Espanola de Quimioterapia,Q2,SCImago 2025
Revista Espanola de Salud Publica,Q4,SCImago 2025
Revista Espanola de Sanidad Penitenciaria,Q3,SCImago 2025
Revista Facultad de Medicina,Q4,SCImago 2025
Revista Facultad Nacional de Salud Publica,Q4,SCImago 2025
Revista Gerencia y Politicas de Salud,Q4,SCImago 2025
Revista Habanera de Ciencias Medicas,Q4,SCImago 2025
Revista Hispanoamericana de Hernia,Q4,SCImago 2025
Revista Iberoamericana de Micologia,Q3,SCImago 2025
Revista Infodir,Q4,SCImago 2025
Revista Internacional de Acupuntura,Q4,SCImago 2025
Revista Internacional de Andrologia,Q3,SCImago 2025
Revista Latinoamericana de Hipertension,Q4,SCImago 2025
Revista Latinoamericana de Psicopatologia Fundamental,Q4,SCImago 2025
Revista Medica Clinica Las Condes,Q4,SCImago 2025
Revista Medica de Chile,Q4,SCImago 2025
Revista Medica de Rosario,Q4,SCImago 2025
Revista Medica Electronica,Q4,SCImago 2025
Revista Medica Herediana,Q4,SCImago 2025
Revista Mexicana de Anestesiologia,Q4,SCImago 2025
Revista Mexicana de Angiologia,Q4,SCImago 2025
Revista Mexicana de Enfermeria Cardiologica,Q4,SCImago 2025
Revista Mexicana de Oftalmologia,Q4,SCImago 2025
Revista Mexicana de Pediatria,Q4,SCImago 2025
Revista Mexicana de Trastornos Alimentarios,Q4,SCImago 2025
Revista Mexicana de Urologia,Q4,SCImago 2025
Revista Panamericana de Salud Publica/Pan American Journal of Public Health,Q2,SCImago 2025
Revista Paulista de Pediatria,Q2,SCImago 2025
Revista Peruana de Ginecologia y Obstetricia,Q4,SCImago 2025
Revista Peruana de Medicina Experimental y Salud Publica,Q3,SCImago 2025
Revista Pesquisa em Fisioterapia,Q4,SCImago 2025
Revista Portuguesa de Cardiologia,Q3,SCImago 2025
Revista Portuguesa de Enfermagem de Reabilitacao,Q4,SCImago 2025
"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial",Q4,SCImago 2025
Revista Portuguesa de Imunoalergologia,Q4,SCImago 2025
Revista Romana de Cardiologie,Q4,SCImago 2025
Revista Venezolana de Oncologia,Q4,SCImago 2025
Revue de Chirurgie Orthopedique et Traumatologique,Q4,SCImago 2025
Revue de Medecine Interne,Q3,SCImago 2025
Revue de Psychotherapie Psychanalytique de Groupe,Q4,SCImago 2025
Revue des Maladies Respiratoires,Q4,SCImago 2025
Revue des Maladies Respiratoires Actualites,Q4,SCImago 2025
Revue du Praticien,Q4,SCImago 2025
Revue du Rhumatisme (Edition Francaise),Q4,SCImago 2025
Revue du Rhumatisme Monographies,Q4,SCImago 2025
Revue Francaise d'Allergologie,Q4,SCImago 2025
Revue Francaise d'Histotechnologie,Q4,SCImago 2025
Revue Francaise de Psychanalyse,Q4,SCImago 2025
Revue Medicale de Bruxelles,Q4,SCImago 2025
Revue Medicale de Liege,Q4,SCImago 2025
Revue Medicale Suisse,Q4,SCImago 2025
Revue Neurologique,Q2,SCImago 2025
Rheumatic Disease Clinics of North America,Q2,SCImago 2025
Rheumatology,Q1,SCImago 2025
Rheumatology Advances in Practice,Q2,SCImago 2025
Rheumatology and Autoimmunity,Q3,SCImago 2025
Rheumatology and Immunology Research,Q2,SCImago 2025
Rheumatology and Therapy,Q2,SCImago 2025
Rheumatology (Bulgaria),Q4,SCImago 2025
Rheumatology International,Q2,SCImago 2025
Rhinology,Q1,SCImago 2025
Ricerca e Pratica,Q4,SCImago 2025
Risk Analysis,Q2,SCImago 2025
Risk Management and Healthcare Policy,Q2,SCImago 2025
Rivista di Psichiatria,Q3,SCImago 2025
Rivista di Psicoanalisi,Q4,SCImago 2025
Rivista Italiana della Medicina di Laboratorio,Q4,SCImago 2025
Rivista Italiana di Medicina dell'Adolescenza,Q4,SCImago 2025
Rivista Italiana di Medicina Legale e del Diritto in Campo Sanitario,Q4,SCImago 2025
RMD Open,Q1,SCImago 2025
Robotica,Q2,SCImago 2025
Roczniki Panstwowego Zakladu Higieny / Annals of the National Institute of Hygiene,Q3,SCImago 2025
RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren,Q3,SCImago 2025
Romanian Journal of Anaesthesia and Intensive Care,Q3,SCImago 2025
"Romanian Journal of Diabetes, Nutrition and Metabolic Diseases",Q4,SCImago 2025
Romanian Journal of Infectious Diseases,Q4,SCImago 2025
Romanian Journal of Internal Medicine,Q3,SCImago 2025
Romanian Journal of Legal Medicine,Q4,SCImago 2025
Romanian Journal of Medical Practice,Q4,SCImago 2025
Romanian Journal of Morphology and Embryology,Q3,SCImago 2025
Romanian Journal of Neurology/ Revista Romana de Neurologie,Q4,SCImago 2025
Romanian Journal of Pediatrics,Q4,SCImago 2025
Romanian Journal of Rheumatology,Q4,SCImago 2025
Romanian Medical Journal,Q4,SCImago 2025
Rorschachiana,Q3,SCImago 2025
Rossiiskii Oftal'mologicheskii Zhurnal,Q4,SCImago 2025
Rossijskij Bioterapevticeskij Zurnal,Q4,SCImago 2025
Rossijskij Osteopaticeskij Zurnal,Q4,SCImago 2025
Rossijskij Psihiatriceskij Zurnal,Q4,SCImago 2025
Rossiyskiy Vestnik Perinatologii i Pediatrii,Q4,SCImago 2025
Rozhledy v Chirurgii,Q4,SCImago 2025
RUDN Journal of Medicine,Q4,SCImago 2025
Rural and Remote Health,Q2,SCImago 2025
Russian Archives of Internal Medicine,Q4,SCImago 2025
Russian Bulletin of Obstetrician-Gynecologist,Q4,SCImago 2025
Russian Cardiology Bulletin,Q3,SCImago 2025
Russian Electronic Journal of Radiology,Q4,SCImago 2025
Russian Family Doctor,Q4,SCImago 2025
Russian Journal of Allergy,Q4,SCImago 2025
Russian Journal of Anesthesiology and Reanimatology /Anesteziologiya i Reanimatologiya,Q3,SCImago 2025
Russian Journal of Biomechanics,Q4,SCImago 2025
Russian Journal of Cardiology,Q4,SCImago 2025
Russian Journal of Clinical Ophthalmology,Q4,SCImago 2025
Russian Journal of Evidence-Based Gastroenterology,Q4,SCImago 2025
Russian Journal of Forensic Medicine,Q4,SCImago 2025
"Russian Journal of Gastroenterology, Hepatology, Coloproctology",Q3,SCImago 2025
Russian Journal of Human Reproduction,Q3,SCImago 2025
Russian Journal of Immunology,Q4,SCImago 2025
Russian Journal of Infection and Immunity,Q4,SCImago 2025
Russian Journal of Neurosurgery,Q4,SCImago 2025
Russian Journal of Operative Surgery and Clinical Anatomy,Q4,SCImago 2025
Russian Journal of Pain,Q4,SCImago 2025
Russian Journal of Pediatric Hematology and Oncology,Q4,SCImago 2025
"Russian Journal of Pediatric Surgery, Anesthesia and Intensive Care",Q4,SCImago 2025
Russian Journal of Skin and Venereal Diseases,Q4,SCImago 2025
Russian Journal of Stomatology,Q4,SCImago 2025
Russian Journal of Woman and Child Health,Q4,SCImago 2025
Russian Medical Inquiry,Q4,SCImago 2025
Russian Medicine,Q4,SCImago 2025
Russian Military Medical Academy Reports,Q4,SCImago 2025
Russian Neurological Journal,Q4,SCImago 2025
Russian Open Medical Journal,Q4,SCImago 2025
Russian Ophthalmology of Children,Q4,SCImago 2025
Russian Rhinology,Q3,SCImago 2025
Russian Sklifosovsky Journal of Emergency Medical Care,Q4,SCImago 2025
Russkii Zhunal Detskoi Nevrologii,Q4,SCImago 2025
Rwanda Journal of Medicine and Health Sciences,Q4,SCImago 2025
Rwanda Medical Journal,Q4,SCImago 2025
Sadra Medical Sciences Journal,Q4,SCImago 2025
Safer Communities,Q3,SCImago 2025
Safety,Q2,SCImago 2025
Safety and Health at Work,Q1,SCImago 2025
Safety Science,Q1,SCImago 2025
Sage Open Aging,Q3,SCImago 2025
SAGE Open Medical Case Reports,Q4,SCImago 2025
SAGE Open Medicine,Q2,SCImago 2025
Sage Open Pathology,Q2,SCImago 2025
Sage Open Pediatrics,Q2,SCImago 2025
Sahara J,Q2,SCImago 2025
Sahel Medical Journal,Q4,SCImago 2025
SAJCH South African Journal of Child Health,Q3,SCImago 2025
Salud Colectiva,Q3,SCImago 2025
Salud(i)Ciencia,Q4,SCImago 2025
Salud Mental,Q4,SCImago 2025
Salud Publica de Mexico,Q1,SCImago 2025
Salud Uninorte,Q4,SCImago 2025
Salus,Q4,SCImago 2025
Salute e Societa,Q4,SCImago 2025
"Sampling Theory, Signal Processing, and Data Analysis",Q2,SCImago 2025
Sang Thrombose Vaisseaux,Q4,SCImago 2025
Sangyo eiseigaku zasshi = Journal of occupational health,Q4,SCImago 2025
Sante Mentale au Quebec,Q4,SCImago 2025
Sante Mentale et Droit,Q4,SCImago 2025
Sante Publique,Q4,SCImago 2025
Sao Paulo Medical Journal,Q3,SCImago 2025
Sapporo Medical journal,Q4,SCImago 2025
SAR and QSAR in Environmental Research,Q3,SCImago 2025
Sarcoidosis Vasculitis and Diffuse Lung Diseases,Q3,SCImago 2025
Sarcoma,Q2,SCImago 2025
"Sarkomy Kostej, Magkih Tkanej i Opuholi Kozi",Q4,SCImago 2025
Saude e Sociedade,Q3,SCImago 2025
Saudi Journal of Anaesthesia,Q2,SCImago 2025
Saudi Journal of Gastroenterology,Q2,SCImago 2025
Saudi Journal of Health Systems Research,Q3,SCImago 2025
Saudi Journal of Kidney Diseases and Transplantation,Q3,SCImago 2025
Saudi Journal of Medicine and Medical Sciences,Q2,SCImago 2025
Saudi Journal of Ophthalmology,Q2,SCImago 2025
Saudi Medical Journal,Q3,SCImago 2025
Savoirs et Clinique,Q4,SCImago 2025
Scandinavian Cardiovascular Journal,Q3,SCImago 2025
Scandinavian Journal of Caring Sciences,Q2,SCImago 2025
Scandinavian Journal of Clinical and Laboratory Investigation,Q3,SCImago 2025
Scandinavian Journal of Disability Research,Q2,SCImago 2025
Scandinavian Journal of Gastroenterology,Q2,SCImago 2025
Scandinavian Journal of Immunology,Q2,SCImago 2025
Scandinavian Journal of Medicine and Science in Sports,Q1,SCImago 2025
Scandinavian Journal of Occupational Therapy,Q2,SCImago 2025
Scandinavian Journal of Pain,Q2,SCImago 2025
Scandinavian Journal of Primary Health Care,Q2,SCImago 2025
Scandinavian Journal of Psychology,Q2,SCImago 2025
Scandinavian Journal of Public Health,Q1,SCImago 2025
Scandinavian Journal of Rheumatology,Q2,SCImago 2025
Scandinavian Journal of Surgery,Q2,SCImago 2025
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",Q1,SCImago 2025
Scandinavian Journal of Urology,Q2,SCImago 2025
"Scandinavian Journal of Work, Environment and Health",Q1,SCImago 2025
Scandinavian Psychoanalytic Review,Q4,SCImago 2025
Schizophrenia,Q1,SCImago 2025
Schizophrenia Bulletin,Q1,SCImago 2025
Schizophrenia Bulletin Open,Q2,SCImago 2025
Schizophrenia Research,Q1,SCImago 2025
